"model","dist","n","parameter","std"
2,"snorm",5000,"omega",0.0643642415291456
2,"snorm",5000,"omega",0.0564720558347663
2,"snorm",5000,"omega",0.0605291892812708
2,"snorm",5000,"omega",0.0647011210643353
2,"snorm",5000,"omega",0.063513717557958
2,"snorm",5000,"omega",0.0529992426160311
2,"snorm",5000,"omega",0.0520257448027679
2,"snorm",5000,"omega",0.0589550128294873
2,"snorm",5000,"omega",0.0641122646901536
2,"snorm",5000,"omega",0.0592081346435189
2,"snorm",5000,"omega",0.0662171917059317
2,"snorm",5000,"omega",0.0733312179410284
2,"snorm",5000,"omega",0.0543501126157146
2,"snorm",5000,"omega",0.061613439988779
2,"snorm",5000,"omega",0.0570996625141505
2,"snorm",5000,"omega",0.0729290135293914
2,"snorm",5000,"omega",0.0491162095239929
2,"snorm",5000,"omega",0.0584461145414385
2,"snorm",5000,"omega",0.0638402747950332
2,"snorm",5000,"omega",0.0554759411902013
2,"snorm",5000,"omega",0.0541577099437374
2,"snorm",5000,"omega",0.0526661924827084
2,"snorm",5000,"omega",0.0549906748925396
2,"snorm",5000,"omega",0.0639573604245803
2,"snorm",5000,"omega",0.0582490263585209
2,"snorm",5000,"omega",0.0550616109491085
2,"snorm",5000,"omega",0.0646453565774241
2,"snorm",5000,"omega",0.0591411452926219
2,"snorm",5000,"omega",0.0529194330572413
2,"snorm",5000,"omega",0.0646339483545474
2,"snorm",5000,"omega",0.0592122156249482
2,"snorm",5000,"omega",0.0701942500583718
2,"snorm",5000,"omega",0.0678549819366406
2,"snorm",5000,"omega",0.0558109464270229
2,"snorm",5000,"omega",0.0622720584078393
2,"snorm",5000,"omega",0.0655183792676883
2,"snorm",5000,"omega",0.0650298973241876
2,"snorm",5000,"omega",0.0636294175295933
2,"snorm",5000,"omega",0.0525295406607313
2,"snorm",5000,"omega",0.050699380688039
2,"snorm",5000,"omega",0.0586594765221504
2,"snorm",5000,"omega",0.0654114203182006
2,"snorm",5000,"omega",0.062582250246003
2,"snorm",5000,"omega",0.0608702580921219
2,"snorm",5000,"omega",0.058569165215798
2,"snorm",5000,"omega",0.0710114535264113
2,"snorm",5000,"omega",0.0628081607078999
2,"snorm",5000,"omega",0.0617008627244388
2,"snorm",5000,"omega",0.0575819164654323
2,"snorm",5000,"omega",0.0608413402998638
2,"snorm",5000,"omega",0.0550579008498479
2,"snorm",5000,"omega",0.0644336079143392
2,"snorm",5000,"omega",0.0635014512250721
2,"snorm",5000,"omega",0.053206748096269
2,"snorm",5000,"omega",0.0566004623032969
2,"snorm",5000,"omega",0.0664958917601591
2,"snorm",5000,"omega",0.0572494879436717
2,"snorm",5000,"omega",0.0592279082062098
2,"snorm",5000,"omega",0.0615693587199426
2,"snorm",5000,"omega",0.0598694493886127
2,"snorm",5000,"omega",0.0577039524487305
2,"snorm",5000,"omega",0.0631472221283759
2,"snorm",5000,"omega",0.0609920481085675
2,"snorm",5000,"omega",0.0600400802671504
2,"snorm",5000,"omega",0.0657909653610594
2,"snorm",5000,"omega",0.0638694063456622
2,"snorm",5000,"omega",0.0633911568373539
2,"snorm",5000,"omega",0.0536487951974815
2,"snorm",5000,"omega",0.0465580873326935
2,"snorm",5000,"omega",0.0712055811117582
2,"snorm",10000,"omega",0.0363596197117094
2,"snorm",10000,"omega",0.0397905782074621
2,"snorm",10000,"omega",0.0394732983042646
2,"snorm",10000,"omega",0.0411289566315989
2,"snorm",10000,"omega",0.0487887664676292
2,"snorm",10000,"omega",0.0396215173231454
2,"snorm",10000,"omega",0.0473880004725185
2,"snorm",10000,"omega",0.047357237810149
2,"snorm",10000,"omega",0.0433211109319517
2,"snorm",10000,"omega",0.0468664884814726
2,"snorm",10000,"omega",0.0430022278463756
2,"snorm",10000,"omega",0.0463167259657688
2,"snorm",10000,"omega",0.0417513996907476
2,"snorm",10000,"omega",0.0425806293689413
2,"snorm",10000,"omega",0.039797557225784
2,"snorm",10000,"omega",0.0505809380407916
2,"snorm",10000,"omega",0.045349469022118
2,"snorm",10000,"omega",0.0447849317767361
2,"snorm",10000,"omega",0.0427382799289668
2,"snorm",10000,"omega",0.0435465352908709
2,"snorm",10000,"omega",0.0424779697097117
2,"snorm",10000,"omega",0.0429300222309621
2,"snorm",10000,"omega",0.0453815694785511
2,"snorm",10000,"omega",0.0438011747659856
2,"snorm",10000,"omega",0.0497293063114532
2,"snorm",10000,"omega",0.0502172087493873
2,"snorm",10000,"omega",0.0395609240711373
2,"snorm",10000,"omega",0.0434936385811288
2,"snorm",10000,"omega",0.0419773828306684
2,"snorm",10000,"omega",0.0457934808767509
2,"snorm",10000,"omega",0.0402341528750403
2,"snorm",10000,"omega",0.0457104200776487
2,"snorm",10000,"omega",0.0433804907856053
2,"snorm",10000,"omega",0.0385326210319785
2,"snorm",10000,"omega",0.0437332571291607
2,"snorm",10000,"omega",0.0411183810606113
2,"snorm",10000,"omega",0.0466819629076595
2,"snorm",10000,"omega",0.0439875710612253
2,"snorm",10000,"omega",0.0440676535391218
2,"snorm",10000,"omega",0.043399382043071
2,"snorm",10000,"omega",0.0439945821880413
2,"snorm",10000,"omega",0.0436544178081764
2,"snorm",10000,"omega",0.040603470142916
2,"snorm",10000,"omega",0.0433959183170615
2,"snorm",10000,"omega",0.043370932820029
2,"snorm",10000,"omega",0.0474091170106567
2,"snorm",10000,"omega",0.0403188836190718
2,"snorm",10000,"omega",0.043936419328587
2,"snorm",10000,"omega",0.044972026757694
2,"snorm",10000,"omega",0.0445558694837476
2,"snorm",10000,"omega",0.0399242844303886
2,"snorm",10000,"omega",0.0422115730904069
2,"snorm",10000,"omega",0.0410880677630199
2,"snorm",10000,"omega",0.0462032333599945
2,"snorm",10000,"omega",0.042709280081204
2,"snorm",10000,"omega",0.0443621738647965
2,"snorm",10000,"omega",0.0434616950085111
2,"snorm",10000,"omega",0.0437318956377114
2,"snorm",10000,"omega",0.0416497674993511
2,"snorm",10000,"omega",0.0431984317176073
2,"snorm",10000,"omega",0.0446026677086901
2,"snorm",10000,"omega",0.0429183401147594
2,"snorm",10000,"omega",0.0440312942263496
2,"snorm",10000,"omega",0.041937411329861
2,"snorm",10000,"omega",0.0397310186311211
2,"snorm",10000,"omega",0.0464159907388979
2,"snorm",10000,"omega",0.0439876554157343
2,"snorm",10000,"omega",0.0397952296241512
2,"snorm",10000,"omega",0.0418783939328243
2,"snorm",10000,"omega",0.044701628138926
2,"snorm",10000,"omega",0.0387888754412565
2,"snorm",10000,"omega",0.0443061564462773
2,"snorm",10000,"omega",0.0473465073704024
2,"snorm",10000,"omega",0.0425297279773553
2,"snorm",10000,"omega",0.0467201067600929
2,"snorm",10000,"omega",0.0426872388516904
2,"snorm",10000,"omega",0.0398459303104827
2,"snorm",10000,"omega",0.0445256604291425
2,"snorm",10000,"omega",0.040558579454762
2,"snorm",10000,"omega",0.0402148734952942
2,"snorm",10000,"omega",0.041544588874882
2,"snorm",10000,"omega",0.0481782489301213
2,"snorm",10000,"omega",0.0417475030023881
2,"snorm",10000,"omega",0.0431794184503738
2,"snorm",10000,"omega",0.0486558319953689
2,"snorm",10000,"omega",0.044359738093566
2,"snorm",10000,"omega",0.0426678235913025
2,"snorm",10000,"omega",0.0429695696354933
2,"snorm",10000,"omega",0.042478742941538
2,"snorm",10000,"omega",0.0447602581666
2,"snorm",10000,"omega",0.0397735754682397
2,"snorm",10000,"omega",0.0415337035981355
2,"snorm",10000,"omega",0.0414102593017734
2,"snorm",10000,"omega",0.0462678697603101
2,"snorm",10000,"omega",0.0455262850303556
2,"snorm",10000,"omega",0.0427276656472841
2,"snorm",10000,"omega",0.0429511112892595
2,"snorm",10000,"omega",0.0404133139593405
2,"snorm",10000,"omega",0.0432525704409922
2,"snorm",10000,"omega",0.0415651035392666
2,"snorm",100,"alpha",0.272000969762297
2,"snorm",100,"alpha",0.252179605887925
2,"snorm",100,"alpha",0.0329391968143756
2,"snorm",100,"alpha",0.275695043334736
2,"snorm",100,"alpha",0.164660736526299
2,"snorm",100,"alpha",0.0193442294553432
2,"snorm",100,"alpha",0.288606782034509
2,"snorm",100,"alpha",0.18939853269503
2,"snorm",100,"alpha",0.176320531105228
2,"snorm",100,"alpha",0.195846151453458
2,"snorm",100,"alpha",0.057056806675714
2,"snorm",100,"alpha",0.19478397435034
2,"snorm",100,"alpha",0.23247817032985
2,"snorm",100,"alpha",0.152358467718681
2,"snorm",100,"alpha",0.177469141180576
2,"snorm",100,"alpha",0.353484150037223
2,"snorm",100,"alpha",0.184264457750764
2,"snorm",100,"alpha",0.00992465682174746
2,"snorm",100,"alpha",0.250792100298251
2,"snorm",100,"alpha",0.0388477036650893
2,"snorm",100,"alpha",0.221243468969096
2,"snorm",100,"alpha",0.244801353003941
2,"snorm",100,"alpha",0.210458300592601
2,"snorm",100,"alpha",0.0488477041852595
2,"snorm",100,"alpha",0.170821873584221
2,"snorm",100,"alpha",0.193189555391471
2,"snorm",100,"alpha",0.210600796641351
2,"snorm",100,"alpha",0.0460105922134162
2,"snorm",100,"alpha",0.115880429531526
2,"snorm",100,"alpha",0.20241995343964
2,"snorm",100,"alpha",0.157012544964421
2,"snorm",100,"alpha",0.235250388847386
2,"snorm",100,"alpha",0.117383977800891
2,"snorm",100,"alpha",1.10919644541109
2,"snorm",100,"alpha",0.0314018535160146
2,"snorm",100,"alpha",0.162694606965628
2,"snorm",100,"alpha",0.254754104098924
2,"snorm",100,"alpha",0.281443220320168
2,"snorm",100,"alpha",0.366908196704815
2,"snorm",100,"alpha",0.15919704026137
2,"snorm",100,"alpha",0.00140390652074195
2,"snorm",100,"alpha",0.275093655723805
2,"snorm",100,"alpha",0.00121929960220016
2,"snorm",100,"alpha",0.257770725779483
2,"snorm",100,"alpha",0.249958520040728
2,"snorm",100,"alpha",0.196769278266325
2,"snorm",100,"alpha",0.311616068913632
2,"snorm",100,"alpha",0.132636184622844
2,"snorm",100,"alpha",0.234757524339777
2,"snorm",100,"alpha",0.303246044504826
2,"snorm",100,"alpha",0.434366270305051
2,"snorm",100,"alpha",0.23848031010477
2,"snorm",100,"alpha",0.398351227083207
2,"snorm",100,"alpha",0.333364549423437
2,"snorm",100,"alpha",0.271714607834998
2,"snorm",100,"alpha",0.0392369249587622
2,"snorm",100,"alpha",0.00652855834587157
2,"snorm",100,"alpha",0.142523999751158
2,"snorm",100,"alpha",0.282233207154228
2,"snorm",100,"alpha",0.228944775548277
2,"snorm",100,"alpha",0.246002779516017
2,"snorm",100,"alpha",0.25986108046297
2,"snorm",100,"alpha",0.270138505901102
2,"snorm",100,"alpha",0.0168455583887412
2,"snorm",100,"alpha",0.234560992722133
2,"snorm",100,"alpha",1.50810444330921
2,"snorm",100,"alpha",0.270000538960389
2,"snorm",100,"alpha",0.313805749033102
2,"snorm",100,"alpha",0.385588340647246
2,"snorm",100,"alpha",0.414657653662407
2,"snorm",100,"alpha",0.191581146340622
2,"snorm",100,"alpha",0.28925443536015
2,"snorm",100,"alpha",0.178575396787208
2,"snorm",100,"alpha",0.247214384823205
2,"snorm",100,"alpha",0.0412807698335362
2,"snorm",100,"alpha",0.147529637625847
2,"snorm",100,"alpha",0.234188232150463
2,"snorm",100,"alpha",0.166223414993385
2,"snorm",100,"alpha",0.133196597346018
2,"snorm",100,"alpha",0.176254860883922
2,"snorm",100,"alpha",0.18441036550054
2,"snorm",100,"alpha",4.12427588336605
2,"snorm",100,"alpha",0.141963822484484
2,"snorm",100,"alpha",0.198617983641918
2,"snorm",100,"alpha",0.00047030684095723
2,"snorm",100,"alpha",0.230457066519082
2,"snorm",100,"alpha",0.234498471125803
2,"snorm",100,"alpha",0.178418072887652
2,"snorm",100,"alpha",0.128463694952112
2,"snorm",100,"alpha",0.195542827123919
2,"snorm",100,"alpha",0.000460691649541369
2,"snorm",100,"alpha",0.042606698516239
2,"snorm",100,"alpha",0.222650617666108
2,"snorm",100,"alpha",0.264655468969175
2,"snorm",100,"alpha",0.232944650950324
2,"snorm",100,"alpha",0.245923199821835
2,"snorm",100,"alpha",0.0374934125913238
2,"snorm",100,"alpha",0.155423215523737
2,"snorm",100,"alpha",0.243064899787232
2,"snorm",100,"alpha",0.196289204361645
2,"snorm",250,"alpha",0.00807696389848882
2,"snorm",250,"alpha",0.16586595592452
2,"snorm",250,"alpha",0.147260231870534
2,"snorm",250,"alpha",0.171288907790566
2,"snorm",250,"alpha",0.136319888541647
2,"snorm",250,"alpha",0.191552879690342
2,"snorm",250,"alpha",0.154117255798266
2,"snorm",250,"alpha",0.146996436000536
2,"snorm",250,"alpha",0.112851225749086
2,"snorm",250,"alpha",0.170566973022783
2,"snorm",250,"alpha",0.160300816653653
2,"snorm",250,"alpha",0.153899288825801
2,"snorm",250,"alpha",0.230854712853448
2,"snorm",250,"alpha",0.0149711922002615
2,"snorm",250,"alpha",0.173746166484023
2,"snorm",250,"alpha",0.119654470162021
2,"snorm",250,"alpha",0.155347575986953
2,"snorm",250,"alpha",0.168292742062173
2,"snorm",250,"alpha",0.182346947851456
2,"snorm",250,"alpha",0.212986692867881
2,"snorm",250,"alpha",0.115649925571645
2,"snorm",250,"alpha",0.0891877493811973
2,"snorm",250,"alpha",0.146924082725775
2,"snorm",250,"alpha",0.125878847048628
2,"snorm",250,"alpha",0.180542590249056
2,"snorm",250,"alpha",0.133564605840762
2,"snorm",250,"alpha",0.188306752442437
2,"snorm",250,"alpha",0.123335317814638
2,"snorm",250,"alpha",0.157335336878832
2,"snorm",250,"alpha",0.129618899248207
2,"snorm",250,"alpha",0.129745629744851
2,"snorm",250,"alpha",0.18493282555257
2,"snorm",250,"alpha",0.170601369911146
2,"snorm",250,"alpha",0.154244588135177
2,"snorm",250,"alpha",0.178864607240084
2,"snorm",250,"alpha",0.113458955941116
2,"snorm",250,"alpha",0.127891960947181
2,"snorm",250,"alpha",0.170495246940452
2,"snorm",250,"alpha",0.161949482580736
2,"snorm",250,"alpha",0.176146911463135
2,"snorm",250,"alpha",0.173573183683464
2,"snorm",250,"alpha",0.140773757591906
2,"snorm",250,"alpha",0.137590043468651
2,"snorm",250,"alpha",0.140692296619288
2,"snorm",250,"alpha",0.161997538734894
2,"snorm",250,"alpha",0.113816551034991
2,"snorm",250,"alpha",0.0840606011211386
2,"snorm",250,"alpha",0.163840057232591
2,"snorm",250,"alpha",0.152081147345927
2,"snorm",250,"alpha",0.141107515047068
2,"snorm",250,"alpha",0.22242485759636
2,"snorm",250,"alpha",0.00763390799130347
2,"snorm",250,"alpha",0.115176552735101
2,"snorm",250,"alpha",0.155879798472767
2,"snorm",250,"alpha",0.183355673932898
2,"snorm",250,"alpha",0.265888932585291
2,"snorm",250,"alpha",0.162040933085337
2,"snorm",250,"alpha",0.0895718825791795
2,"snorm",250,"alpha",0.289155113233542
2,"snorm",250,"alpha",0.131763566663167
2,"snorm",250,"alpha",0.181225624774776
2,"snorm",250,"alpha",0.169253820394553
2,"snorm",250,"alpha",0.196210177372138
2,"snorm",250,"alpha",0.167918756698401
2,"snorm",250,"alpha",0.108235807575661
2,"snorm",250,"alpha",0.259719833804935
2,"snorm",250,"alpha",0.129145471674629
2,"snorm",250,"alpha",0.141180482086691
2,"snorm",250,"alpha",0.115792686915935
2,"snorm",250,"alpha",0.131659253117574
2,"snorm",250,"alpha",0.190586898884905
2,"snorm",250,"alpha",0.159667359966563
2,"snorm",250,"alpha",0.179049869077187
2,"snorm",250,"alpha",0.241615129732702
2,"snorm",250,"alpha",0.197248605185024
2,"snorm",250,"alpha",0.182312533747483
2,"snorm",250,"alpha",0.13251993788245
2,"snorm",250,"alpha",0.125964463733505
2,"snorm",250,"alpha",0.121702766667635
2,"snorm",250,"alpha",0.197836695933799
2,"snorm",250,"alpha",0.157801818188925
2,"snorm",250,"alpha",0.135919588009663
2,"snorm",250,"alpha",0.250364297457416
2,"snorm",250,"alpha",0.231182549690224
2,"snorm",250,"alpha",0.231724821823854
2,"snorm",250,"alpha",0.181908116104335
2,"snorm",250,"alpha",0.152606020011565
2,"snorm",250,"alpha",0.164401749704735
2,"snorm",250,"alpha",0.185927112144131
2,"snorm",250,"alpha",0.251258409820405
2,"snorm",250,"alpha",1.37654990762687
2,"snorm",250,"alpha",0.174284143446749
2,"snorm",250,"alpha",0.0114002069478436
2,"snorm",250,"alpha",0.19683896549292
2,"snorm",250,"alpha",0.141523797258893
2,"snorm",250,"alpha",0.117744143248527
2,"snorm",250,"alpha",0.198916736021555
2,"snorm",250,"alpha",0.174199437363063
2,"snorm",250,"alpha",0.120750473099734
2,"snorm",250,"alpha",0.122187746292349
2,"snorm",500,"alpha",0.132436870692299
2,"snorm",500,"alpha",0.108306554877605
2,"snorm",500,"alpha",0.0748703451018046
2,"snorm",500,"alpha",0.104568829729615
2,"snorm",500,"alpha",0.088562961297582
2,"snorm",500,"alpha",0.116650056572512
2,"snorm",500,"alpha",0.110687365939816
2,"snorm",500,"alpha",0.116238971625125
2,"snorm",500,"alpha",0.12578248002341
2,"snorm",500,"alpha",0.159821202470002
2,"snorm",500,"alpha",0.155662911452473
2,"snorm",500,"alpha",0.354745020768886
2,"snorm",500,"alpha",0.117409972259371
2,"snorm",500,"alpha",0.092853033904478
2,"snorm",500,"alpha",0.11097320776754
2,"snorm",500,"alpha",0.105547826060919
2,"snorm",500,"alpha",0.121909994553633
2,"snorm",500,"alpha",0.141865286570882
2,"snorm",500,"alpha",0.151599012541213
2,"snorm",500,"alpha",0.112985776246279
2,"snorm",500,"alpha",0.123828216219963
2,"snorm",500,"alpha",0.111287501543413
2,"snorm",500,"alpha",0.119381332060613
2,"snorm",500,"alpha",0.133847373415283
2,"snorm",500,"alpha",0.129026776085573
2,"snorm",500,"alpha",0.108956710985521
2,"snorm",500,"alpha",0.102830575184455
2,"snorm",500,"alpha",0.198049602136697
2,"snorm",500,"alpha",0.192711176351892
2,"snorm",500,"alpha",0.126792939819241
2,"snorm",500,"alpha",0.132306972315915
2,"snorm",500,"alpha",0.101071975062196
2,"snorm",500,"alpha",0.131177864757333
2,"snorm",500,"alpha",0.130060444735411
2,"snorm",500,"alpha",0.122749884735834
2,"snorm",500,"alpha",0.0879784096528175
2,"snorm",500,"alpha",0.150005742614351
2,"snorm",500,"alpha",0.151657136000223
2,"snorm",500,"alpha",0.125659346791832
2,"snorm",500,"alpha",0.119477374025926
2,"snorm",500,"alpha",0.100715292675811
2,"snorm",500,"alpha",0.114420036027526
2,"snorm",500,"alpha",0.130097304571249
2,"snorm",500,"alpha",0.100540246618413
2,"snorm",500,"alpha",0.113410283377866
2,"snorm",500,"alpha",0.114729868098152
2,"snorm",500,"alpha",0.126028908936197
2,"snorm",500,"alpha",0.101014089194042
2,"snorm",500,"alpha",0.122827954866491
2,"snorm",500,"alpha",0.102719338017417
2,"snorm",500,"alpha",0.112109539995225
2,"snorm",500,"alpha",0.119486560880122
2,"snorm",500,"alpha",0.112273644342571
2,"snorm",500,"alpha",0.0838300058329594
2,"snorm",500,"alpha",0.0741789747817357
2,"snorm",500,"alpha",0.117173644501499
2,"snorm",500,"alpha",0.112952713940188
2,"snorm",500,"alpha",0.135768842688697
2,"snorm",500,"alpha",0.137939543690447
2,"snorm",500,"alpha",0.110515808629986
2,"snorm",500,"alpha",0.10800518068995
2,"snorm",500,"alpha",0.118440010278419
2,"snorm",500,"alpha",0.131924601401961
2,"snorm",500,"alpha",0.1616404303517
2,"snorm",500,"alpha",0.129312599691245
2,"snorm",500,"alpha",0.13038131436099
2,"snorm",500,"alpha",0.0988193471421626
2,"snorm",500,"alpha",0.107786360781247
2,"snorm",500,"alpha",0.155002706988843
2,"snorm",500,"alpha",0.112600356899989
2,"snorm",500,"alpha",0.129415904037849
2,"snorm",500,"alpha",0.118872733137106
2,"snorm",500,"alpha",0.109149040010744
2,"snorm",500,"alpha",0.112805724606463
2,"snorm",500,"alpha",0.104903403213517
2,"snorm",500,"alpha",0.00199279871378441
2,"snorm",500,"alpha",0.160795309126037
2,"snorm",500,"alpha",0.0787636760346249
2,"snorm",500,"alpha",0.143657706971058
2,"snorm",500,"alpha",0.0820433810118925
2,"snorm",500,"alpha",0.108026685732793
2,"snorm",500,"alpha",0.148262484457974
2,"snorm",500,"alpha",0.116811857606425
2,"snorm",500,"alpha",0.119418456452125
2,"snorm",500,"alpha",0.11792018701756
2,"snorm",500,"alpha",0.140504464127343
2,"snorm",500,"alpha",0.122802098950134
2,"snorm",500,"alpha",0.0907766178364894
2,"snorm",500,"alpha",0.114489713299213
2,"snorm",500,"alpha",0.101461739018816
2,"snorm",500,"alpha",0.153112091518348
2,"snorm",500,"alpha",0.101106262930753
2,"snorm",500,"alpha",0.138958282210163
2,"snorm",500,"alpha",0.0835053459762255
2,"snorm",500,"alpha",0.120829311288788
2,"snorm",500,"alpha",0.123660494565705
2,"snorm",500,"alpha",0.101514822164948
2,"snorm",500,"alpha",0.10587344644706
2,"snorm",500,"alpha",0.158505152147505
2,"snorm",500,"alpha",0.0933543109787675
2,"snorm",1000,"alpha",0.090858128060424
2,"snorm",1000,"alpha",0.107165970819946
2,"snorm",1000,"alpha",0.124788584004528
2,"snorm",1000,"alpha",0.0661648380570122
2,"snorm",1000,"alpha",0.0877644055394938
2,"snorm",1000,"alpha",0.115423695323684
2,"snorm",1000,"alpha",0.0837915143905848
2,"snorm",1000,"alpha",0.0786223400113752
2,"snorm",1000,"alpha",0.0804833946316372
2,"snorm",1000,"alpha",0.0898936058738478
2,"snorm",1000,"alpha",0.079281258529647
2,"snorm",1000,"alpha",0.11247678408485
2,"snorm",1000,"alpha",0.0829590425509904
2,"snorm",1000,"alpha",0.0712395711454485
2,"snorm",1000,"alpha",0.101382482125552
2,"snorm",1000,"alpha",0.0954596209717725
2,"snorm",1000,"alpha",0.0900213837707712
2,"snorm",1000,"alpha",0.0822707050545783
2,"snorm",1000,"alpha",0.0762419068807692
2,"snorm",1000,"alpha",0.0927400836956883
2,"snorm",1000,"alpha",0.0828862484215194
2,"snorm",1000,"alpha",0.103063996680094
2,"snorm",1000,"alpha",0.084434239667975
2,"snorm",1000,"alpha",0.0976645173165644
2,"snorm",1000,"alpha",0.0890913574486356
2,"snorm",1000,"alpha",0.0871949179616817
2,"snorm",1000,"alpha",0.0864148142676946
2,"snorm",1000,"alpha",0.103329479204659
2,"snorm",1000,"alpha",0.086761409142487
2,"snorm",1000,"alpha",0.0715675540195292
2,"snorm",1000,"alpha",0.0878104668673538
2,"snorm",1000,"alpha",0.0808193090107755
2,"snorm",1000,"alpha",0.077097079996408
2,"snorm",1000,"alpha",0.0894525113759761
2,"snorm",1000,"alpha",0.0948293995178487
2,"snorm",1000,"alpha",0.0803556659310434
2,"snorm",1000,"alpha",0.0878602503601381
2,"snorm",1000,"alpha",0.0938125071903663
2,"snorm",1000,"alpha",0.0886271116997452
2,"snorm",1000,"alpha",0.0963842435885187
2,"snorm",1000,"alpha",0.0849900595987294
2,"snorm",1000,"alpha",0.0825570635863811
2,"snorm",1000,"alpha",0.0709436539070421
2,"snorm",1000,"alpha",0.0773838129428261
2,"snorm",1000,"alpha",0.079247190414309
2,"snorm",1000,"alpha",0.0791507002576648
2,"snorm",1000,"alpha",0.0765890538088829
2,"snorm",1000,"alpha",0.0837653380833669
2,"snorm",1000,"alpha",0.0770783480430219
2,"snorm",1000,"alpha",0.0711463396871712
2,"snorm",1000,"alpha",0.0836312259990375
2,"snorm",1000,"alpha",0.0776696444054207
2,"snorm",1000,"alpha",0.0987242327376643
2,"snorm",1000,"alpha",0.0856119461572793
2,"snorm",1000,"alpha",0.0808330497445109
2,"snorm",1000,"alpha",0.0859968032972362
2,"snorm",1000,"alpha",0.0714103915794769
2,"snorm",1000,"alpha",0.0915735921648993
2,"snorm",1000,"alpha",0.0853475976216501
2,"snorm",1000,"alpha",0.0832153326250769
2,"snorm",1000,"alpha",0.115858583460444
2,"snorm",1000,"alpha",0.0828707217402701
2,"snorm",1000,"alpha",0.0861429049519894
2,"snorm",1000,"alpha",0.0981718712101859
2,"snorm",1000,"alpha",0.0934738700716611
2,"snorm",1000,"alpha",0.0961386621234353
2,"snorm",1000,"alpha",0.0678942513338252
2,"snorm",1000,"alpha",0.0770863071692433
2,"snorm",1000,"alpha",0.079595217953696
2,"snorm",1000,"alpha",0.0971445476623316
2,"snorm",1000,"alpha",0.104954453459507
2,"snorm",1000,"alpha",0.077947782772833
2,"snorm",1000,"alpha",0.0760084672374051
2,"snorm",1000,"alpha",0.0861355142801701
2,"snorm",1000,"alpha",0.0783819011220009
2,"snorm",1000,"alpha",0.0751883069151481
2,"snorm",1000,"alpha",0.0780708507292223
2,"snorm",1000,"alpha",0.0797606063721954
2,"snorm",1000,"alpha",0.121180045918514
2,"snorm",1000,"alpha",0.0930865812249434
2,"snorm",1000,"alpha",0.0731929870439659
2,"snorm",1000,"alpha",0.0764515136928055
2,"snorm",1000,"alpha",0.0839958608554044
2,"snorm",1000,"alpha",0.0883870174281146
2,"snorm",1000,"alpha",0.0672558098985691
2,"snorm",1000,"alpha",0.0772078571516829
2,"snorm",1000,"alpha",0.0973631697475322
2,"snorm",1000,"alpha",0.0891183458996576
2,"snorm",1000,"alpha",0.0811685080654244
2,"snorm",1000,"alpha",0.115175605060658
2,"snorm",1000,"alpha",0.0915451933823912
2,"snorm",1000,"alpha",0.0680941776283408
2,"snorm",1000,"alpha",0.113484797799876
2,"snorm",1000,"alpha",0.0736779052417646
2,"snorm",1000,"alpha",0.0975267179728466
2,"snorm",1000,"alpha",0.0954407307751619
2,"snorm",1000,"alpha",0.0950934468271259
2,"snorm",1000,"alpha",0.0732006884090641
2,"snorm",1000,"alpha",0.0907763332688721
2,"snorm",1000,"alpha",0.0877331964429807
2,"snorm",2500,"alpha",0.0609181543804066
2,"snorm",2500,"alpha",0.068125832544005
2,"snorm",2500,"alpha",0.0578163413769553
2,"snorm",2500,"alpha",0.0565977524594545
2,"snorm",2500,"alpha",0.058822964757709
2,"snorm",2500,"alpha",0.0407464826851166
2,"snorm",2500,"alpha",0.0618695503113608
2,"snorm",2500,"alpha",0.0584700909033718
2,"snorm",2500,"alpha",0.0526641354181084
2,"snorm",2500,"alpha",0.0741142683501831
2,"snorm",2500,"alpha",0.0507577556750238
2,"snorm",2500,"alpha",0.0521053348353952
2,"snorm",2500,"alpha",0.0585739678452823
2,"snorm",2500,"alpha",0.0557656972502224
2,"snorm",2500,"alpha",0.0586241251913424
2,"snorm",2500,"alpha",0.0551784860138606
2,"snorm",2500,"alpha",0.061358800070221
2,"snorm",2500,"alpha",0.0510726748005356
2,"snorm",2500,"alpha",0.0602501160101664
2,"snorm",2500,"alpha",0.060883545268603
2,"snorm",2500,"alpha",0.0568818601134279
2,"snorm",2500,"alpha",0.0526504034293105
2,"snorm",2500,"alpha",0.052604754082874
2,"snorm",2500,"alpha",0.0504275210749935
2,"snorm",2500,"alpha",0.0520824633819919
2,"snorm",2500,"alpha",0.056397289915911
2,"snorm",2500,"alpha",0.0527799415030387
2,"snorm",2500,"alpha",0.0507698539104249
2,"snorm",2500,"alpha",0.0511252431057174
2,"snorm",2500,"alpha",0.0661766591217604
2,"snorm",2500,"alpha",0.0566991516103686
2,"snorm",2500,"alpha",0.0583487594083117
2,"snorm",2500,"alpha",0.0560226507072506
2,"snorm",2500,"alpha",0.0446721921687249
2,"snorm",2500,"alpha",0.0662146133629302
2,"snorm",2500,"alpha",0.0556144018719206
2,"snorm",2500,"alpha",0.0512705145892538
2,"snorm",2500,"alpha",0.0501153786712946
2,"snorm",2500,"alpha",0.0654409744060346
2,"snorm",2500,"alpha",0.0516178387505515
2,"snorm",2500,"alpha",0.061114727111125
2,"snorm",2500,"alpha",0.0550254252511013
2,"snorm",2500,"alpha",0.0578300634680041
2,"snorm",2500,"alpha",0.0524313416470287
2,"snorm",2500,"alpha",0.0657064763830122
